split,design,idx,status,file
train,TMRDL,700,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut700.s2p
train,TMRDL,701,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut701.s2p
train,TMRDL,702,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut702.s2p
train,TMRDL,703,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut703.s2p
train,TMRDL,704,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut704.s2p
train,TMRDL,705,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut705.s2p
train,TMRDL,706,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut706.s2p
train,TMRDL,707,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut707.s2p
train,TMRDL,708,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut708.s2p
train,TMRDL,709,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut709.s2p
train,TMRDL,710,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut710.s2p
train,TMRDL,711,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut711.s2p
train,TMRDL,712,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut712.s2p
train,TMRDL,713,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut713.s2p
train,TMRDL,714,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut714.s2p
train,TMRDL,715,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut715.s2p
train,TMRDL,716,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut716.s2p
train,TMRDL,717,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut717.s2p
train,TMRDL,718,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut718.s2p
train,TMRDL,719,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut719.s2p
train,TMRDL,720,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut720.s2p
train,TMRDL,721,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut721.s2p
train,TMRDL,722,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut722.s2p
train,TMRDL,723,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut723.s2p
train,TMRDL,724,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut724.s2p
train,TMRDL,725,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut725.s2p
train,TMRDL,726,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut726.s2p
train,TMRDL,727,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut727.s2p
train,TMRDL,728,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut728.s2p
train,TMRDL,729,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut729.s2p
train,TMRDL,730,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut730.s2p
train,TMRDL,731,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut731.s2p
train,TMRDL,732,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut732.s2p
train,TMRDL,733,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut733.s2p
train,TMRDL,734,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut734.s2p
train,TMRDL,735,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut735.s2p
train,TMRDL,736,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut736.s2p
train,TMRDL,737,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut737.s2p
train,TMRDL,738,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut738.s2p
train,TMRDL,739,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut739.s2p
train,TMRDL,740,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut740.s2p
train,TMRDL,741,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut741.s2p
train,TMRDL,742,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut742.s2p
train,TMRDL,743,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut743.s2p
train,TMRDL,744,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut744.s2p
train,TMRDL,745,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut745.s2p
train,TMRDL,746,skipped,C:\ffzhzh\SyncFiles\Temp\HFSS_sim\LHS800\train\TMRDL\dut746.s2p
